Comercio;ID Comercio;Invoice DateFecha de Ingreso;Región;Estado;Ciudad;Producto;Precio Por Unidad;Unidades Vendidas;Precio Final;Ganancias;Margen Operativo;Metodo de Venta
West Gear;1185732;11/1/2021;Midwest;Missouri;St. Louis;Men's Apparel;$33.00 ;98;$ 3,23;$ 1,52;47%;Online
West Gear;1185732;11/1/2021;Midwest;Missouri;St. Louis;Women's Apparel;$24.00 ;138;$ 3,31;$ 2,12;64%;Online
West Gear;1185732;11/2/2021;Midwest;Missouri;St. Louis;Men's Street Footwear;$25.00 ;218;$ 5,45;$ 2,89;53%;Online
West Gear;1185732;11/2/2021;Midwest;Missouri;St. Louis;Men's Athletic Footwear;$24.00 ;101;$ 2,42;$ 1,14;47%;Online
West Gear;1185732;11/2/2021;Midwest;Missouri;St. Louis;Women's Street Footwear;$14.00 ;115;$ 1,61;$ 725;45%;Online
West Gear;1185732;11/2/2021;West;Utah;Salt Lake City;Women's Athletic Footwear;$19.00 ;87;$ 1,65;$ 827;50%;Online
West Gear;1185732;11/2/2021;West;Utah;Salt Lake City;Men's Apparel;$32.00 ;101;$ 3,23;$ 1,45;45%;Online
West Gear;1185732;11/2/2021;West;Utah;Salt Lake City;Women's Apparel;$24.00 ;131;$ 3,14;$ 1,95;62%;Online
West Gear;1185732;10/3/2021;West;Utah;Salt Lake City;Men's Street Footwear;$29.00 ;168;$ 4,87;$ 2,53;52%;Online
West Gear;1185732;10/3/2021;West;Utah;Salt Lake City;Men's Athletic Footwear;$28.00 ;102;$ 2,86;$ 1,43;50%;Online
West Gear;1185732;10/3/2021;West;Utah;Salt Lake City;Women's Street Footwear;$18.00 ;112;$ 2,02;$ 1,01;50%;Online
West Gear;1185732;10/3/2021;West;Utah;Salt Lake City;Women's Athletic Footwear;$23.00 ;73;$ 1,68;$ 890;53%;Online
West Gear;1185732;10/3/2021;West;Utah;Salt Lake City;Men's Apparel;$38.00 ;75;$ 2,85;$ 1,43;50%;Online
West Gear;1185732;10/3/2021;West;Utah;Salt Lake City;Women's Apparel;$29.00 ;100;$ 2,90;$ 1,86;64%;Online
West Gear;1185732;11/4/2021;West;Utah;Salt Lake City;Men's Street Footwear;$27.00 ;181;$ 4,89;$ 2,44;50%;Online
West Gear;1185732;11/4/2021;West;Utah;Salt Lake City;Men's Athletic Footwear;$25.00 ;94;$ 2,35;$ 1,06;45%;Online
West Gear;1185732;11/4/2021;West;Utah;Salt Lake City;Women's Street Footwear;$14.00 ;98;$ 1,37;$ 631;46%;Online
West Gear;1185732;11/4/2021;West;Utah;Salt Lake City;Women's Athletic Footwear;$18.00 ;70;$ 1,26;$ 668;53%;Online
West Gear;1185732;11/4/2021;West;Utah;Salt Lake City;Men's Apparel;$33.00 ;74;$ 2,44;$ 1,12;46%;Online
West Gear;1185732;11/4/2021;West;Utah;Salt Lake City;Women's Apparel;$24.00 ;112;$ 2,69;$ 1,61;60%;Online
West Gear;1185732;12/5/2021;West;Utah;Salt Lake City;Men's Street Footwear;$32.00 ;174;$ 5,57;$ 2,84;51%;Online
West Gear;1185732;12/5/2021;West;Utah;Salt Lake City;Men's Athletic Footwear;$29.00 ;101;$ 2,93;$ 1,44;49%;Online
West Gear;1185732;12/5/2021;West;Utah;Salt Lake City;Women's Street Footwear;$25.00 ;98;$ 2,45;$ 1,23;50%;Online
West Gear;1185732;12/5/2021;West;Utah;Salt Lake City;Women's Athletic Footwear;$23.00 ;72;$ 1,66;$ 911;55%;Online
West Gear;1185732;12/5/2021;West;Utah;Salt Lake City;Men's Apparel;$39.00 ;75;$ 2,93;$ 1,46;50%;Online
West Gear;1185732;12/5/2021;West;Utah;Salt Lake City;Women's Apparel;$44.00 ;120;$ 5,28;$ 3,43;65%;Online
West Gear;1185732;11/6/2021;West;Utah;Salt Lake City;Men's Street Footwear;$28.00 ;182;$ 5,10;$ 2,60;51%;Online
West Gear;1185732;11/6/2021;West;Utah;Salt Lake City;Men's Athletic Footwear;$24.00 ;112;$ 2,69;$ 1,32;49%;Online
West Gear;1185732;11/6/2021;West;Utah;Salt Lake City;Women's Street Footwear;$19.00 ;115;$ 2,19;$ 1,07;49%;Online
West Gear;1185732;11/6/2021;West;Utah;Salt Lake City;Women's Athletic Footwear;$19.00 ;108;$ 2,05;$ 1,05;51%;Online
West Gear;1185732;11/6/2021;West;Utah;Salt Lake City;Men's Apparel;$34.00 ;108;$ 3,67;$ 1,65;45%;Online
West Gear;1185732;11/6/2021;West;Utah;Salt Lake City;Women's Apparel;$38.00 ;150;$ 5,70;$ 3,42;60%;Online
West Gear;1185732;10/7/2021;West;Utah;Salt Lake City;Men's Street Footwear;$34.00 ;224;$ 7,62;$ 3,96;52%;Online
West Gear;1185732;10/7/2021;West;Utah;Salt Lake City;Men's Athletic Footwear;$29.00 ;160;$ 4,64;$ 2,23;48%;Online
West Gear;1185732;10/7/2021;West;Utah;Salt Lake City;Women's Street Footwear;$24.00 ;138;$ 3,31;$ 1,59;48%;Online
West Gear;1185732;10/7/2021;West;Utah;Salt Lake City;Women's Athletic Footwear;$23.00 ;115;$ 2,65;$ 1,32;50%;Online
West Gear;1185732;10/7/2021;West;Utah;Salt Lake City;Men's Apparel;$32.00 ;128;$ 4,10;$ 1,88;46%;Online
West Gear;1185732;10/7/2021;West;Utah;Salt Lake City;Women's Apparel;$38.00 ;150;$ 5,70;$ 3,71;65%;Online
West Gear;1185732;11/8/2021;West;Utah;Salt Lake City;Men's Street Footwear;$33.00 ;203;$ 6,70;$ 3,35;50%;Online
West Gear;1185732;11/8/2021;West;Utah;Salt Lake City;Men's Athletic Footwear;$34.00 ;131;$ 4,45;$ 2,09;47%;Online
West Gear;1185732;11/8/2021;West;Utah;Salt Lake City;Women's Street Footwear;$29.00 ;113;$ 3,28;$ 1,61;49%;Online
West Gear;1185732;11/8/2021;West;Utah;Salt Lake City;Women's Athletic Footwear;$19.00 ;101;$ 1,92;$ 1,02;53%;Online
West Gear;1185732;11/8/2021;West;Utah;Salt Lake City;Men's Apparel;$29.00 ;105;$ 3,05;$ 1,40;46%;Online
West Gear;1185732;11/8/2021;West;Utah;Salt Lake City;Women's Apparel;$32.00 ;152;$ 4,86;$ 2,92;60%;Online
West Gear;1185732;12/9/2021;West;Utah;Salt Lake City;Men's Street Footwear;$29.00 ;169;$ 4,90;$ 2,55;52%;Online
West Gear;1185732;12/9/2021;West;Utah;Salt Lake City;Men's Athletic Footwear;$23.00 ;122;$ 2,81;$ 1,26;45%;Online
West Gear;1185732;12/9/2021;West;Utah;Salt Lake City;Women's Street Footwear;$9.00 ;91;$ 819;$ 410;50%;Online
West Gear;1185732;12/9/2021;West;Utah;Salt Lake City;Women's Athletic Footwear;$10.00 ;88;$ 880;$ 449;51%;Online
West Gear;1185732;12/9/2021;West;Utah;Salt Lake City;Men's Apparel;$19.00 ;88;$ 1,67;$ 836;50%;Online
West Gear;1185732;12/9/2021;West;Utah;Salt Lake City;Women's Apparel;$24.00 ;120;$ 2,88;$ 1,84;64%;Online
West Gear;1185732;11/10/2021;West;Utah;Salt Lake City;Men's Street Footwear;$28.00 ;173;$ 4,84;$ 2,47;51%;Online
West Gear;1185732;11/10/2021;West;Utah;Salt Lake City;Men's Athletic Footwear;$19.00 ;100;$ 1,90;$ 950;50%;Online
West Gear;1185732;11/10/2021;West;Utah;Salt Lake City;Women's Street Footwear;$19.00 ;87;$ 1,65;$ 810;49%;Online
West Gear;1185732;11/10/2021;West;Utah;Salt Lake City;Women's Athletic Footwear;$19.00 ;72;$ 1,37;$ 752;55%;Online
West Gear;1185732;11/10/2021;West;Utah;Salt Lake City;Men's Apparel;$29.00 ;83;$ 2,41;$ 1,20;50%;Online
West Gear;1185732;11/10/2021;West;Utah;Salt Lake City;Women's Apparel;$32.00 ;104;$ 3,33;$ 2,06;62%;Online
West Gear;1185732;11/11/2021;West;Utah;Salt Lake City;Men's Street Footwear;$29.00 ;149;$ 4,32;$ 2,16;50%;Online
West Gear;1185732;11/11/2021;West;Utah;Salt Lake City;Men's Athletic Footwear;$20.00 ;108;$ 2,16;$ 994;46%;Online
West Gear;1185732;11/11/2021;West;Utah;Salt Lake City;Women's Street Footwear;$19.00 ;93;$ 1,77;$ 848;48%;Online
West Gear;1185732;11/11/2021;West;Utah;Salt Lake City;Women's Athletic Footwear;$19.00 ;113;$ 2,15;$ 1,10;51%;Online
West Gear;1185732;11/11/2021;West;Utah;Salt Lake City;Men's Apparel;$39.00 ;91;$ 3,55;$ 1,74;49%;Online
West Gear;1185732;11/11/2021;West;Utah;Salt Lake City;Women's Apparel;$43.00 ;113;$ 4,86;$ 3,16;65%;Online
West Gear;1185732;10/12/2021;West;Utah;Salt Lake City;Men's Street Footwear;$39.00 ;203;$ 7,92;$ 4,35;55%;Online
West Gear;1185732;10/12/2021;West;Utah;Salt Lake City;Men's Athletic Footwear;$28.00 ;145;$ 4,06;$ 1,99;49%;Online
West Gear;1185732;10/12/2021;West;Utah;Salt Lake City;Women's Street Footwear;$29.00 ;113;$ 3,28;$ 1,54;47%;Online
West Gear;1185732;10/12/2021;West;Utah;Salt Lake City;Women's Athletic Footwear;$27.00 ;112;$ 3,02;$ 1,54;51%;Online
West Gear;1185732;10/12/2021;West;Utah;Salt Lake City;Men's Apparel;$38.00 ;112;$ 4,26;$ 2,13;50%;Online
West Gear;1185732;10/12/2021;West;Utah;Salt Lake City;Women's Apparel;$42.00 ;125;$ 5,25;$ 3,20;61%;Online
West Gear;1128299;24/1/2021;West;Utah;Salt Lake City;Men's Street Footwear;$27.00 ;98;$ 2,65;$ 1,27;48%;Online
West Gear;1128299;24/1/2021;West;Utah;Salt Lake City;Men's Athletic Footwear;$39.00 ;105;$ 4,10;$ 2,01;49%;Online
West Gear;1128299;24/1/2021;West;Utah;Salt Lake City;Women's Street Footwear;$39.00 ;105;$ 4,10;$ 1,97;48%;Online
West Gear;1128299;24/1/2021;West;Utah;Salt Lake City;Women's Athletic Footwear;$39.00 ;58;$ 2,26;$ 1,04;46%;Online
West Gear;1128299;24/1/2021;West;Utah;Salt Lake City;Men's Apparel;$42.00 ;44;$ 1,85;$ 1,02;55%;Online
West Gear;1128299;24/1/2021;West;Utah;Salt Lake City;Women's Apparel;$39.00 ;108;$ 4,21;$ 1,81;43%;Online
West Gear;1128299;24/2/2021;West;Utah;Salt Lake City;Men's Street Footwear;$29.00 ;117;$ 3,39;$ 1,53;45%;Online
West Gear;1128299;24/2/2021;West;Utah;Salt Lake City;Men's Athletic Footwear;$39.00 ;91;$ 3,55;$ 1,70;48%;Online
West Gear;1128299;24/2/2021;West;Utah;Salt Lake City;Women's Street Footwear;$36.00 ;88;$ 3,17;$ 1,43;45%;Online
West Gear;1128299;24/2/2021;West;Oregon;Portland;Women's Athletic Footwear;$39.00 ;58;$ 2,26;$ 1,09;48%;Online
West Gear;1128299;24/2/2021;West;Oregon;Portland;Men's Apparel;$42.00 ;38;$ 1,60;$ 830;52%;Online
West Gear;1128299;24/2/2021;West;Oregon;Portland;Women's Apparel;$37.00 ;85;$ 3,15;$ 1,26;40%;Online
West Gear;1128299;23/3/2021;West;Oregon;Portland;Men's Street Footwear;$38.00 ;128;$ 4,86;$ 2,38;49%;Online
West Gear;1128299;23/3/2021;West;Oregon;Portland;Men's Athletic Footwear;$45.00 ;85;$ 3,83;$ 1,84;48%;Online
West Gear;1128299;23/3/2021;West;Oregon;Portland;Women's Street Footwear;$54.00 ;88;$ 4,75;$ 2,14;45%;Online
West Gear;1128299;23/3/2021;West;Oregon;Portland;Women's Athletic Footwear;$49.00 ;65;$ 3,19;$ 1,53;48%;Online
West Gear;1128299;23/3/2021;West;Oregon;Portland;Men's Apparel;$54.00 ;26;$ 1,40;$ 744;53%;Online
West Gear;1128299;23/3/2021;West;Oregon;Portland;Women's Apparel;$49.00 ;87;$ 4,26;$ 1,79;42%;Online
West Gear;1128299;24/4/2021;West;Oregon;Portland;Men's Street Footwear;$51.00 ;124;$ 6,32;$ 2,91;46%;Online
West Gear;1128299;24/4/2021;West;Oregon;Portland;Men's Athletic Footwear;$54.00 ;83;$ 4,48;$ 2,20;49%;Online
West Gear;1128299;24/4/2021;West;Oregon;Portland;Women's Street Footwear;$55.00 ;85;$ 4,68;$ 2,24;48%;Online
West Gear;1128299;24/4/2021;West;Oregon;Portland;Women's Athletic Footwear;$41.00 ;63;$ 2,58;$ 1,29;50%;Online
West Gear;1128299;24/4/2021;West;Oregon;Portland;Men's Apparel;$48.00 ;36;$ 1,73;$ 864;50%;Online
West Gear;1128299;24/4/2021;West;Oregon;Portland;Women's Apparel;$59.00 ;84;$ 4,96;$ 2,23;45%;Online
West Gear;1128299;25/5/2021;West;Oregon;Portland;Men's Street Footwear;$48.00 ;145;$ 6,96;$ 3,13;45%;Online
West Gear;1128299;25/5/2021;West;Oregon;Portland;Men's Athletic Footwear;$50.00 ;105;$ 5,25;$ 2,42;46%;Online
West Gear;1128299;25/5/2021;West;Oregon;Portland;Women's Street Footwear;$50.00 ;95;$ 4,75;$ 2,38;50%;Online
West Gear;1128299;25/5/2021;West;Oregon;Portland;Women's Athletic Footwear;$49.00 ;83;$ 4,07;$ 1,95;48%;Online
West Gear;1128299;25/5/2021;West;Oregon;Portland;Men's Apparel;$41.00 ;44;$ 1,80;$ 992;55%;Online
West Gear;1128299;25/5/2021;West;Oregon;Portland;Women's Apparel;$54.00 ;158;$ 8,53;$ 3,84;45%;Online
West Gear;1128299;24/6/2021;West;Oregon;Portland;Men's Street Footwear;$51.00 ;225;$ 11,48;$ 5,62;49%;Online
West Gear;1128299;24/6/2021;West;Oregon;Portland;Men's Athletic Footwear;$62.00 ;169;$ 10,48;$ 5,13;49%;Online
West Gear;1128299;24/6/2021;West;Oregon;Portland;Women's Street Footwear;$78.00 ;189;$ 14,74;$ 6,78;46%;Online
West Gear;1128299;24/6/2021;West;Oregon;Portland;Women's Athletic Footwear;$74.00 ;158;$ 11,69;$ 5,85;50%;Online
West Gear;1128299;24/6/2021;West;Oregon;Portland;Men's Apparel;$86.00 ;108;$ 9,29;$ 4,92;53%;Online
West Gear;1128299;24/6/2021;West;Oregon;Portland;Women's Apparel;$95.00 ;189;$ 17,96;$ 8,08;45%;Online
West Gear;1128299;23/7/2021;West;Oregon;Portland;Men's Street Footwear;$79.00 ;255;$ 20,15;$ 9,67;48%;Online
West Gear;1128299;23/7/2021;West;Oregon;Portland;Men's Athletic Footwear;$85.00 ;196;$ 16,66;$ 7,83;47%;Online
West Gear;1128299;23/7/2021;West;Oregon;Portland;Women's Street Footwear;$86.00 ;163;$ 14,02;$ 6,59;47%;Online
West Gear;1128299;23/7/2021;West;Oregon;Portland;Women's Athletic Footwear;$82.00 ;165;$ 13,53;$ 6,49;48%;Online
West Gear;1128299;23/7/2021;West;Oregon;Portland;Men's Apparel;$84.00 ;156;$ 13,10;$ 6,55;50%;Online
West Gear;1128299;23/7/2021;West;Oregon;Portland;Women's Apparel;$97.00 ;150;$ 14,55;$ 6,11;42%;Online
West Gear;1128299;24/8/2021;West;Oregon;Portland;Men's Street Footwear;$81.00 ;200;$ 16,20;$ 7,78;48%;Online
West Gear;1128299;24/8/2021;West;Oregon;Portland;Men's Athletic Footwear;$76.00 ;233;$ 17,71;$ 8,68;49%;Online
West Gear;1128299;24/8/2021;West;Oregon;Portland;Women's Street Footwear;$68.00 ;195;$ 13,26;$ 6,50;49%;Online
West Gear;1128299;24/8/2021;West;Oregon;Portland;Women's Athletic Footwear;$68.00 ;119;$ 8,09;$ 3,72;46%;Online
West Gear;1128299;24/8/2021;West;Oregon;Portland;Men's Apparel;$65.00 ;128;$ 8,32;$ 4,41;53%;Online
West Gear;1128299;24/8/2021;West;Oregon;Portland;Women's Apparel;$69.00 ;73;$ 5,04;$ 2,22;44%;Online
West Gear;1128299;25/9/2021;West;Oregon;Portland;Men's Street Footwear;$46.00 ;122;$ 5,61;$ 2,53;45%;Online
West Gear;1128299;25/9/2021;West;Oregon;Portland;Men's Athletic Footwear;$51.00 ;122;$ 6,22;$ 2,86;46%;Online
West Gear;1128299;25/9/2021;West;Oregon;Portland;Women's Street Footwear;$49.00 ;75;$ 3,68;$ 1,65;45%;Online
West Gear;1128299;25/9/2021;West;Oregon;Portland;Women's Athletic Footwear;$49.00 ;52;$ 2,55;$ 1,17;46%;Online
West Gear;1128299;25/9/2021;West;Oregon;Portland;Men's Apparel;$58.00 ;59;$ 3,42;$ 1,81;53%;Online
West Gear;1128299;25/9/2021;West;Oregon;Portland;Women's Apparel;$41.00 ;73;$ 2,99;$ 1,26;42%;Online
West Gear;1128299;24/10/2021;West;Oregon;Portland;Men's Street Footwear;$38.00 ;102;$ 3,88;$ 1,82;47%;Online
West Gear;1128299;24/10/2021;West;Oregon;Portland;Men's Athletic Footwear;$50.00 ;142;$ 7,10;$ 3,27;46%;Online
West Gear;1128299;24/10/2021;West;Oregon;Portland;Women's Street Footwear;$46.00 ;91;$ 4,19;$ 2,05;49%;Online
West Gear;1128299;24/10/2021;West;Oregon;Portland;Women's Athletic Footwear;$44.00 ;81;$ 3,56;$ 1,71;48%;Online
West Gear;1128299;24/10/2021;West;Oregon;Portland;Men's Apparel;$51.00 ;75;$ 3,83;$ 2,07;54%;Online
West Gear;1128299;24/10/2021;West;Oregon;Portland;Women's Apparel;$58.00 ;105;$ 6,09;$ 2,62;43%;Online
West Gear;1128299;24/11/2021;West;Oregon;Portland;Men's Street Footwear;$44.00 ;173;$ 7,61;$ 3,50;46%;Online
West Gear;1128299;24/11/2021;West;Oregon;Portland;Men's Athletic Footwear;$48.00 ;195;$ 9,36;$ 4,68;50%;Online
West Gear;1128299;24/11/2021;West;Oregon;Portland;Women's Street Footwear;$42.00 ;128;$ 5,38;$ 2,69;50%;Online
West Gear;1128299;24/11/2021;West;Oregon;Portland;Women's Athletic Footwear;$51.00 ;131;$ 6,68;$ 3,07;46%;Online
West Gear;1128299;24/11/2021;West;Oregon;Portland;Men's Apparel;$68.00 ;111;$ 7,55;$ 4,08;54%;Online
West Gear;1128299;24/11/2021;West;Oregon;Portland;Women's Apparel;$76.00 ;149;$ 11,32;$ 4,76;42%;Online
West Gear;1128299;23/12/2021;West;Oregon;Portland;Men's Street Footwear;$61.00 ;188;$ 11,47;$ 5,51;48%;Online
West Gear;1128299;23/12/2021;West;Oregon;Portland;Men's Athletic Footwear;$72.00 ;218;$ 15,70;$ 7,38;47%;Online
West Gear;1128299;23/12/2021;West;Oregon;Portland;Women's Street Footwear;$67.00 ;165;$ 11,06;$ 4,98;45%;Online
West Gear;1128299;23/12/2021;West;Oregon;Portland;Women's Athletic Footwear;$67.00 ;143;$ 9,58;$ 4,31;45%;Online
West Gear;1128299;23/12/2021;West;Oregon;Portland;Men's Apparel;$72.00 ;133;$ 9,58;$ 4,79;50%;Online
West Gear;1128299;23/12/2021;West;Oregon;Portland;Women's Apparel;$77.00 ;173;$ 13,32;$ 5,33;40%;Online
West Gear;1128299;17/1/2021;West;Oregon;Portland;Men's Street Footwear;$33.00 ;100;$ 3,30;$ 1,68;51%;Online
West Gear;1128299;17/1/2021;West;Oregon;Portland;Men's Athletic Footwear;$42.00 ;100;$ 4,20;$ 2,27;54%;Online
West Gear;1128299;17/1/2021;West;Oregon;Portland;Women's Street Footwear;$43.00 ;112;$ 4,82;$ 2,60;54%;Online
West Gear;1128299;17/1/2021;West;Oregon;Portland;Women's Athletic Footwear;$41.00 ;68;$ 2,79;$ 1,53;55%;Online
West Gear;1128299;17/1/2021;West;Oregon;Portland;Men's Apparel;$46.00 ;58;$ 2,67;$ 1,57;59%;Online
West Gear;1128299;17/1/2021;West;Oregon;Portland;Women's Apparel;$41.00 ;122;$ 5,00;$ 2,40;48%;Online
West Gear;1128299;17/2/2021;West;Oregon;Portland;Men's Street Footwear;$33.00 ;140;$ 4,62;$ 2,45;53%;Online
West Gear;1128299;17/2/2021;West;Oregon;Portland;Men's Athletic Footwear;$41.00 ;116;$ 4,76;$ 2,43;51%;Online
West Gear;1128299;17/2/2021;West;Oregon;Portland;Women's Street Footwear;$41.00 ;120;$ 4,92;$ 2,56;52%;Online
West Gear;1128299;17/2/2021;South;Louisiana;New Orleans;Women's Athletic Footwear;$44.00 ;73;$ 3,21;$ 1,77;55%;Online
West Gear;1128299;17/2/2021;South;Louisiana;New Orleans;Men's Apparel;$48.00 ;51;$ 2,45;$ 1,47;60%;Online
West Gear;1128299;17/2/2021;South;Louisiana;New Orleans;Women's Apparel;$44.00 ;105;$ 4,62;$ 2,22;48%;Online
West Gear;1128299;16/3/2021;South;Louisiana;New Orleans;Men's Street Footwear;$44.00 ;147;$ 6,47;$ 3,30;51%;Online
West Gear;1128299;16/3/2021;South;Louisiana;New Orleans;Men's Athletic Footwear;$51.00 ;101;$ 5,15;$ 2,83;55%;Online
West Gear;1128299;16/3/2021;South;Louisiana;New Orleans;Women's Street Footwear;$56.00 ;116;$ 6,50;$ 3,57;55%;Online
West Gear;1128299;16/3/2021;South;Louisiana;New Orleans;Women's Athletic Footwear;$50.00 ;84;$ 4,20;$ 2,31;55%;Online
West Gear;1128299;16/3/2021;South;Louisiana;New Orleans;Men's Apparel;$56.00 ;39;$ 2,18;$ 1,31;60%;Online
West Gear;1128299;16/3/2021;South;Louisiana;New Orleans;Women's Apparel;$41.00 ;95;$ 3,90;$ 1,75;45%;Online
West Gear;1128299;17/4/2021;South;Louisiana;New Orleans;Men's Street Footwear;$48.00 ;142;$ 6,82;$ 3,54;52%;Online
West Gear;1128299;17/4/2021;South;Louisiana;New Orleans;Men's Athletic Footwear;$52.00 ;88;$ 4,58;$ 2,29;50%;Online
West Gear;1128299;17/4/2021;South;Louisiana;New Orleans;Women's Street Footwear;$52.00 ;105;$ 5,46;$ 2,79;51%;Online
West Gear;1128299;17/4/2021;South;Louisiana;New Orleans;Women's Athletic Footwear;$39.00 ;74;$ 2,89;$ 1,53;53%;Online
West Gear;1128299;17/4/2021;South;Louisiana;New Orleans;Men's Apparel;$43.00 ;53;$ 2,28;$ 1,30;57%;Online
West Gear;1128299;17/4/2021;South;Louisiana;New Orleans;Women's Apparel;$55.00 ;105;$ 5,78;$ 2,89;50%;Online
West Gear;1128299;18/5/2021;South;Louisiana;New Orleans;Men's Street Footwear;$43.00 ;160;$ 6,88;$ 3,65;53%;Online
West Gear;1128299;18/5/2021;South;Louisiana;New Orleans;Men's Athletic Footwear;$47.00 ;100;$ 4,70;$ 2,44;52%;Online
West Gear;1128299;18/5/2021;South;Louisiana;New Orleans;Women's Street Footwear;$49.00 ;112;$ 5,49;$ 2,80;51%;Online
West Gear;1128299;18/5/2021;South;Louisiana;New Orleans;Women's Athletic Footwear;$44.00 ;85;$ 3,74;$ 1,91;51%;Online
West Gear;1128299;18/5/2021;South;Louisiana;New Orleans;Men's Apparel;$36.00 ;65;$ 2,34;$ 1,38;59%;Online
West Gear;1128299;18/5/2021;South;Louisiana;New Orleans;Women's Apparel;$59.00 ;167;$ 9,85;$ 4,43;45%;Online
West Gear;1128299;17/6/2021;South;Louisiana;New Orleans;Men's Street Footwear;$58.00 ;248;$ 14,38;$ 7,34;51%;Online
West Gear;1128299;17/6/2021;South;Louisiana;New Orleans;Men's Athletic Footwear;$65.00 ;210;$ 13,65;$ 7,10;52%;Online
West Gear;1128299;17/6/2021;South;Louisiana;New Orleans;Women's Street Footwear;$83.00 ;203;$ 16,85;$ 9,27;55%;Online
West Gear;1128299;17/6/2021;South;Louisiana;New Orleans;Women's Athletic Footwear;$82.00 ;161;$ 13,20;$ 7,26;55%;Online
West Gear;1128299;17/6/2021;South;Louisiana;New Orleans;Men's Apparel;$92.00 ;117;$ 10,76;$ 6,14;57%;Online
West Gear;1128299;17/6/2021;South;Louisiana;New Orleans;Women's Apparel;$100.00 ;195;$ 19,50;$ 9,36;48%;Online
West Gear;1128299;16/7/2021;South;Louisiana;New Orleans;Men's Street Footwear;$86.00 ;270;$ 23,22;$ 12,31;53%;Online
West Gear;1128299;16/7/2021;South;Louisiana;New Orleans;Men's Athletic Footwear;$92.00 ;203;$ 18,68;$ 10,27;55%;Online
West Gear;1128299;16/7/2021;South;Louisiana;New Orleans;Women's Street Footwear;$90.00 ;196;$ 17,64;$ 9,53;54%;Online
West Gear;1128299;16/7/2021;South;Louisiana;New Orleans;Women's Athletic Footwear;$86.00 ;168;$ 14,45;$ 7,80;54%;Online
West Gear;1128299;16/7/2021;South;Louisiana;New Orleans;Men's Apparel;$86.00 ;189;$ 16,25;$ 9,43;58%;Online
West Gear;1128299;16/7/2021;South;Louisiana;New Orleans;Women's Apparel;$103.00 ;163;$ 16,79;$ 8,06;48%;Online
West Gear;1128299;17/8/2021;South;Louisiana;New Orleans;Men's Street Footwear;$86.00 ;255;$ 21,93;$ 11,18;51%;Online
West Gear;1128299;17/8/2021;South;Louisiana;New Orleans;Men's Athletic Footwear;$77.00 ;239;$ 18,40;$ 9,39;51%;Online
West Gear;1128299;17/8/2021;South;Louisiana;New Orleans;Women's Street Footwear;$70.00 ;189;$ 13,23;$ 7,28;55%;Online
West Gear;1128299;17/8/2021;South;Louisiana;New Orleans;Women's Athletic Footwear;$74.00 ;128;$ 9,47;$ 5,02;53%;Online
West Gear;1128299;17/8/2021;South;Louisiana;New Orleans;Men's Apparel;$64.00 ;138;$ 8,83;$ 5,21;59%;Online
West Gear;1128299;17/8/2021;South;Louisiana;New Orleans;Women's Apparel;$63.00 ;90;$ 5,67;$ 2,78;49%;Online
West Gear;1128299;18/9/2021;South;Louisiana;New Orleans;Men's Street Footwear;$43.00 ;145;$ 6,24;$ 3,43;55%;Online
West Gear;1128299;18/9/2021;South;Louisiana;New Orleans;Men's Athletic Footwear;$46.00 ;125;$ 5,75;$ 2,93;51%;Online
West Gear;1128299;18/9/2021;South;Louisiana;New Orleans;Women's Street Footwear;$43.00 ;78;$ 3,35;$ 1,74;52%;Online
West Gear;1128299;18/9/2021;South;Louisiana;New Orleans;Women's Athletic Footwear;$41.00 ;63;$ 2,58;$ 1,32;51%;Online
West Gear;1128299;18/9/2021;South;Louisiana;New Orleans;Men's Apparel;$51.00 ;77;$ 3,93;$ 2,16;55%;Online
West Gear;1128299;18/9/2021;South;Louisiana;New Orleans;Women's Apparel;$39.00 ;75;$ 2,93;$ 1,46;50%;Online
West Gear;1128299;17/10/2021;South;Louisiana;New Orleans;Men's Street Footwear;$34.00 ;112;$ 3,81;$ 2,06;54%;Online
West Gear;1128299;17/10/2021;South;Louisiana;New Orleans;Men's Athletic Footwear;$45.00 ;155;$ 6,98;$ 3,84;55%;Online
West Gear;1128299;17/10/2021;South;Louisiana;New Orleans;Women's Street Footwear;$42.00 ;100;$ 4,20;$ 2,10;50%;Online
West Gear;1128299;17/10/2021;South;Louisiana;New Orleans;Women's Athletic Footwear;$36.00 ;105;$ 3,78;$ 1,89;50%;Online
West Gear;1128299;17/10/2021;South;Louisiana;New Orleans;Men's Apparel;$47.00 ;95;$ 4,47;$ 2,63;59%;Online
West Gear;1128299;17/10/2021;South;Louisiana;New Orleans;Women's Apparel;$50.00 ;108;$ 5,40;$ 2,54;47%;Online
West Gear;1128299;17/11/2021;South;Louisiana;New Orleans;Men's Street Footwear;$39.00 ;188;$ 7,33;$ 3,67;50%;Online
West Gear;1128299;17/11/2021;South;Louisiana;New Orleans;Men's Athletic Footwear;$42.00 ;210;$ 8,82;$ 4,59;52%;Online
West Gear;1128299;17/11/2021;South;Louisiana;New Orleans;Women's Street Footwear;$38.00 ;137;$ 5,21;$ 2,71;52%;Online
West Gear;1128299;17/11/2021;South;Louisiana;New Orleans;Women's Athletic Footwear;$48.00 ;125;$ 6,00;$ 3,00;50%;Online
